neurona1,neurona2,neurona3,neurona4,neurona5,neurona6,neurona7,neurona8,neurona9,neurona10,neurona11,neurona12,neurona13,neurona14,neurona15,neurona16,neurona17,neurona18,neurona19,neurona20,neurona21,neurona22,neurona23,neurona24,neurona25,neurona26,neurona27,neurona28,neurona29,neurona30,neurona31,neurona32,neurona33,neurona34,neurona35,neurona36,neurona37,neurona38,neurona39,neurona40,neurona41,neurona42,neurona43,neurona44,neurona45,neurona46,neurona47,neurona48,neurona49,neurona50,neurona51,neurona52,neurona53,neurona54,neurona55,neurona56,neurona57,neurona58,neurona59,neurona60,neurona61,neurona62,neurona63,neurona64,neurona65,neurona66,neurona67,neurona68,neurona69,neurona70,neurona71,neurona72,neurona73,neurona74,neurona75,neurona76,neurona77,neurona78,neurona79,neurona80,neurona81,neurona82,neurona83,neurona84,neurona85,neurona86,neurona87,neurona88,neurona89,neurona90,neurona91,neurona92,neurona93,neurona94,neurona95,neurona96,clase
0.05737640323247107,0.2298025702415104,0.1021859090580812,0.2064746791995935,0.04675520322521286,0.07195228663294004,0.04728469488788204,0.05416626852287117,0.1715094798984708,0.08166239846767137,0.0797556407145751,0.05242641188329811,0.07856767157318706,0.2314157228201255,0.2986714249271273,0.9992521503864047,0.08601636772099926,0.1405228409161992,0.06390068775595585,0.05008391116337951,0.06336395924463356,0.07715722765516593,0.07863787384161725,0.04948405499840482,0.07416066787743872,0.2117985078786719,0.2553108899380393,0.3283192679779026,0.09339489681467827,0.2350584608019967,0.118514543273876,0.2418223946600137,0.06129576846305811,0.07439221724723605,0.0797556407145751,0.2433168002383656,0.1003894210668802,0.3888677975855163,0.5551700677182921,0.06761659235588877,0.1174094353316882,0.2484448204713836,0.2057692772401789,0.1607161142430026,0.1029126356496059,0.07375050458059035,0.06129576846305789,0.3669579847643145,0.1175532412956677,0.2469126552087686,0.5196362602685239,0.3805119009992748,0.3363148829929836,0.08991432435969061,0.2091296453439375,0.2884508980046268,0.1351042469711655,0.024296635032707,0.03895847052281234,0.1175532412956674,0.06848624752919102,0.1570572988739332,0.2354185781856675,0.6555193213590926,0.4016371897027306,0.3288475854318051,0.08357003935703382,0.1833786029260965,0.07228610799551351,0.05416626852287107,0.09778202738889973,0.3320099552705856,0.1790975142446186,0.1667981141676855,0.4055138945942744,0.2765234870762655,0.03543925396571047,0.03543925396571042,0.04753201681599978,0.1715094798984707,0.1599706485145038,0.03681122985683766,0.05086191891677645,0.3474757713905138,0.05726361070030944,0.1752026463451368,0.3617065918376994,0.2634858878367929,0.05095491554344498,0.042330360932485,0.04737728383910068,0.1570572988739332,0.1599704748209478,0.06631271740704429,0.07228610799551351,0.04948405499840482,1
0.3554507502156019,0.1550694582594206,0.08251728801631011,0.09017357813443425,0.166522821416038,0.2621578795529951,0.1554212513852492,0.08989307990251685,0.1663461795853661,0.1419770027186408,0.2705838478646567,0.3482835298765302,0.03449523889926907,0.06492826213393614,0.1352216431984573,0.04053096754466599,0.3901916259738337,0.05204281622839473,0.1576356077535053,0.08346482258601734,0.07215705879778019,0.06462675313520394,0.09847114707129496,0.05204281622839473,0.254227710741485,0.0469086185652059,0.08674024797892131,0.03895847052281239,0.1148773234784111,0.05013337125541915,0.07316590151627815,0.1994165069923799,0.07124228070342217,0.09350644484429045,0.06686958936718902,0.06686958936718908,0.1173065966815547,0.04407291756213269,0.06343582177777897,0.05047099441574074,0.1188384324864948,0.08251728801631011,0.07124228070342217,0.07154568870645379,0.1271518992999167,0.2504434473462003,0.07124228070342217,0.04211473410050197,0.2149029270148081,0.04457360291666801,0.08125106756587402,0.05887102914536456,0.0275132207008371,0.07117311073696887,0.04620438295427104,0.09161419452988284,0.06454840521692351,0.7802063779964712,1.000000000000002,0.292808624679457,0.426603568640037,0.1065849558521838,0.1817818631892414,0.06324743858138086,0.03484233793331364,0.06244540936710878,0.1009825845977371,0.0641428427857347,0.1247458265063014,0.8871289353554412,0.2310965520185129,0.0610134605770877,0.0445744828027134,0.1282785859687637,0.06234822168101952,0.05631357419428637,0.08989307990251685,0.08989307990251678,0.1553507914006287,0.07639124801215573,0.0477751512325305,0.6933939074739307,0.37943991409009,0.1171111722441872,0.355761476102012,0.09350644484429045,0.05671511280585752,0.05988582784738664,0.1603811244463404,0.1536860271282127,0.1554054392919123,0.04551610588281536,0.04777513692759759,0.07639124801215585,0.2555136186654396,0.350272005032869,2
0.09046384794924317,0.2131129424568718,0.3735780463799255,0.08269098680359185,0.1048736537642299,0.05795938819544406,0.1084811639012612,0.3199995409542571,0.1977614503675056,0.1261395211124888,0.1248005240424667,0.08411019755130124,0.1297788346574487,0.2068623819094615,0.1851767085842372,0.1109527389049699,0.09810314174493177,0.08167397154308498,0.04862581078658731,0.2198458470000856,0.2439339473562907,0.2647474952975067,0.2640139523353989,0.2876687233401986,0.1626361216747187,0.3920090904506002,0.2900161150506849,0.243316800238366,0.1977614503675056,0.1502160963067197,0.497051073778391,0.2907201596390981,0.3927392152272952,0.2618440970918456,0.2833254871096484,0.4515008203353408,0.07758797350543661,0.1281158618674232,0.1218713179139976,0.1987626138741139,0.287258163811572,0.1610329341342954,0.1349083480087921,0.4005822370968862,0.3839177132476042,0.423377089566135,0.1349083480087921,0.2637572543448469,0.238518379521827,0.169720532377878,0.1319776598042368,0.1794629702858525,0.09802599414488905,0.7631767582051373,0.3065826482453205,0.2657587267754883,0.1559330943697148,0.06755208222748058,0.06686958936718915,0.09810314174493188,0.1979418156549269,0.1812106642219041,0.1205249079982291,0.08700797395455202,0.2543009246182359,0.1912193684573661,0.09554407819411752,0.02890852576646737,0.116344666387162,0.06056262613511367,0.1066677707351845,0.145972477813745,0.2681486474258422,0.1911560640431875,0.1480435272011463,0.1283052219797661,0.06056262613511353,0.1283052219797662,0.1087799224507264,0.260923857255364,0.3238018577701005,0.13019307774537,0.08405179047711292,0.1666917536934633,0.09029733999847696,0.1161446399999999,0.2120036147868185,0.243316800238366,0.1070260068286848,0.0981031417449317,0.1085502043337901,0.3084509933051107,0.3238012371577614,0.0511105652020778,0.05539848289131087,0.08167397154308498,3
0.1184474423140456,0.2854945412761798,0.1021859090580812,0.2133200408858464,0.1642825988027902,0.1047380244159617,0.1688103032751364,0.2095848437935749,0.4631873149580282,0.1962884050624015,0.108668317330338,0.1092790863064544,0.155381528024689,0.5404228125840899,0.431688974773376,0.2063543490778723,0.1175532412956677,0.1405228409161992,0.1211191382957482,0.1931645652047969,0.267889684237571,0.1812261014539782,0.2361596335545881,0.2484448204713833,0.1907385452929214,0.2777460005285899,0.383365491420128,0.3283192679779026,0.1715094798984709,0.4801107411043217,0.2074090200363288,0.1470042322189387,0.1175532412956678,0.2247640086168529,0.1448094893973249,0.1892940292930764,0.1805443997561048,0.1915975270848866,0.1073654919615937,0.2959559059216425,0.1948582219356825,0.2484448204713837,0.2650197402762984,0.2676996936710346,0.1460422151270808,0.1754233285356526,0.2057692772401791,0.5375933744596686,0.4209075113732941,0.2519153500725097,0.4387262555675785,0.3740568767471908,0.2650616721046778,0.1596989231162169,0.2042845283896379,0.2855302001761776,0.352741502832161,0.08773578466864898,0.05988582784738661,0.1175532412956675,0.1314677160644104,0.2650197402762981,0.1814873130220231,0.1751133109262236,0.4835415863781257,0.2062860154928372,0.2485407814017913,0.09498320602815091,0.2484448204713837,0.05416626852287107,0.09511109553816095,0.7177284895807594,0.235603116541857,0.4016836055069656,0.2155387595839569,0.1127908553328361,0.0794863611865546,0.1127908553328359,0.1693234011673054,0.1715094798984708,0.2702831997794835,0.08075172496956888,0.103932826491343,0.3550263096142243,0.1181836100497773,0.2247640086168525,0.3582475242724903,0.1630446314501887,0.1766700105660161,0.1570572988739334,0.1688301346803472,0.265019740276298,0.2702831679729398,0.1715094798984712,0.1021859090580813,0.1021859090580813,4
0.1089521388423934,0.1249959287738674,0.04385781689593949,0.1028801308206643,0.1375809650252105,0.3748703839775845,0.1284784579325011,0.1126228095374895,0.1356506171898575,0.1624231583426568,0.1163446663871619,0.1070319883783928,0.04954083500339411,0.1119091984262497,0.1138523166113325,0.1415262119848179,0.08754892050912683,1,0.1788806979130909,0.1020346691989617,0.0921221837679044,0.1129490282804596,0.05688385248611062,0.04385781689593945,0.06811823029711607,0.06171222220314137,0.09843836686516347,0.04948405499840487,0.09446733830391525,0.06646607630251601,0.05961942809264694,0.05724084875264249,0.05910077101874175,0.0522254186268313,0.03603924735297524,0.08167397154308512,0.1421550096867696,0.1634914348942812,0.08221455908297511,0.04333266739462295,0.04709883796529116,0.06864670959295484,0.0591007710187418,0.05929314713020028,0.0698425772902399,0.1128021645926674,0.0591007710187418,0.2084786859262913,0.0591007710187418,0.05921115315667711,0.168056541601535,0.09635120461383748,0.1252715582738281,0.06015436848880238,0.06001500087685434,0.07645300619608797,0.07867612499261051,0.03119884826489711,0.05204281622839478,0.0591007710187418,0.06360393456841154,0.0875489205091269,0.2727403492658043,0.2013007143597098,0.08749034936951826,0.1028068350352604,0.2183059876954453,0.1291426566707038,0.1480867817340756,0.07489203886980333,0.2615007521527358,0.1900637297250338,0.05349158240953614,0.1901970508529405,0.3282271311021621,0.07489203886980339,0.02847305240016052,0.1126228095374895,0.128630018712987,0.04079595735088282,0.06086021339437711,0.04858380853259386,0.1037660803531149,0.04572214795907491,0.1087358668917918,0.1087494080296209,0.3681418434554092,0.1021859090580814,0.1338309823596109,0.1252082022965392,0.1285224454190579,0.0591007710187418,0.06086030522836127,0.0944673383039155,0.02647889037885385,0.1027017445135121,5
0.1400495615200851,0.1387891628281416,0.08754892050912677,0.2709092810113185,0.08078045778090702,0.08851536344181989,0.08064516132414538,0.09611514306597016,0.2142191901246695,0.1005069403777719,0.1812106642219035,0.13061644386006,0.1368797269410296,0.2935617144212429,0.3772220707235536,0.4213930406311572,0.1056706164188084,0.1252082022965389,0.1068096931806539,0.09006662978105455,0.05242952018672252,0.067634642837203,0.1327578277034498,0.125208202296539,0.1266260168155297,0.1526038672478936,0.3995992948633967,0.2650197402762989,0.1145873022944978,0.2926719504479736,0.1469803067424362,0.3097514862948036,0.1056706164188083,0.1255965389213139,0.06939796655175408,0.3084509933051099,0.1200628089839125,0.4979192100392467,0.2311374313250272,0.157157726234204,0.2475353261101374,0.4064070563500069,0.3357233078993475,0.1988916757166252,0.1280014331335063,0.1248175300453202,0.1457814124385436,0.22999703223072,0.3357233078993467,0.2394535555853063,0.3771116276233193,0.7196408007722014,0.4283428389705659,0.1106324190467263,0.1057516116286417,0.2827828975611463,0.3629843341575859,0.07060111992920479,0.07124228070342217,0.1457814124385434,0.2146698256298392,0.259067166814193,0.1324341856970794,0.2235407409237823,0.5196639529783682,0.3361537216460941,0.2434371474252425,0.07734725657938872,0.1252082022965389,0.06456701686583721,0.1148192228966788,0.2102011345051281,0.2286462837761323,0.4305568164793647,0.2678010764715508,0.1380167866722878,0.04150756597670329,0.09611514306597006,0.08101319167533023,0.1145873022944978,0.1501203248286484,0.06688916937085805,0.1271711011112973,0.2992179386382077,0.1397846883989322,0.1682485303076656,0.3736292080579479,0.1175532412956683,0.0866753244818385,0.07446856182343382,0.08063474817635195,0.1457814124385435,0.1501200599532084,0.1145873022944979,0.1738803499684407,0.125208202296539,6
0.08803869655722256,0.2689741365773576,0.2175045551271299,0.1891109492115771,0.1941205190278429,0.2168847167270454,0.1927681148811533,0.1283052219797658,0.2609238572553637,0.1260020407712112,0.1248005240424667,0.08526266362472566,0.1274182333143999,0.2117533517941661,0.2923168299133031,0.3858161515005408,0.1812106642219035,0.2876687233401986,0.1388605738548346,0.1158026697003447,0.1030674062061607,0.1188108869262761,0.04556114565274316,0.03603924735297524,0.1192431033484942,0.2482225829635551,0.2317431249655452,0.1892940292930766,0.1064279398026633,0.07946627744090154,0.180493569344488,0.2178091057401681,0.1349083480087919,0.04182313033128342,0.06463960765130007,0.3600952254988561,0.2109981556696648,0.4557316044313897,0.1666163644088639,0.05401266991964901,0.1357909368350092,0.08167397154308512,0.09810314174493177,0.09961464217154729,0.2140895435392964,0.1548084465548993,0.06939796655175413,0.4191994609683477,0.1349083480087921,0.1737089459362262,0.50426544754858,0.1793675210983277,0.06943058507235191,0.1819656948804179,0.1841460592405632,0.1554182664186868,0.08468385052555871,0.04341458536303479,0.06686958936718915,0.06939796655175413,0.1469065286583565,0.1812106642219038,0.6559775753513986,0.4212385895278504,0.2018113127511536,0.144149895947112,0.1306098172888353,0.04623792325086538,0.2175045551271299,0.0897144394215369,0.2012738155845989,0.3114392052042966,0.1560453305071321,0.1912551328477759,0.8491058449049305,0.1781812732027129,0.08971443942153683,0.06056262613511359,0.1929204224298829,0.1977614503675056,0.2429564943582942,0.06271008347399802,0.08400750207754723,0.2086236630908752,0.08783420413520794,0.2033036125989106,0.4137823744102956,0.1892940292930769,0.1988195187041773,0.1812106642219038,0.19316305717482,0.238518379521827,0.2429566150694291,0.07500226537454613,0.05539848289131095,0.08167397154308498,7
0.07056314953660804,0.1982385861146582,0.2567874507467346,0.09535907031278007,0.1224956102115442,0.09863646138689626,0.1222520584294755,0.637582662127355,0.2336330315043625,0.338438310179163,0.0334400051899943,0.06525473613534484,0.1041064886731898,0.2488812744951089,0.1351113579539031,0.06764652054497132,0.2142191901246693,0.1356506171898574,0.1607160683418663,0.3449279999907129,0.4816365729339303,0.7710280645956423,0.3120832285607788,0.2567874507467346,0.1370011072650616,0.08242848693615012,0.2125804773620189,0.09339489681467827,0.2336330315043625,0.1273066930686323,0.1172079814786602,0.1982669377425063,0.1586005622433294,0.3126431014406081,0.431319754960696,0.1977614503675056,0.1266157516151959,0.05215742515339414,0.1016379239908075,0.3191687542752524,0.2715468244258076,0.1356506171898576,0.1586005622433294,0.1609714257748282,0.1993629757068633,0.4090743911358903,0.2142191901246693,0.1379809011043761,0.2833235419006098,0.05370016527844063,0.117576328235087,0.08809806296654707,0.05453856649837509,0.2880687233575997,0.08036025694829239,0.100920308774089,0.141069906059254,0.07716603605240478,0.07639124801215585,0.0804403017122957,0.1244741300097696,0.1586005622433292,0.1398393956628691,0.04926412364887633,0.1085110204513561,0.09551106850491117,0.1492635804506315,0.01695222499781549,0.1356506171898575,0.1036524064474885,0.1245289273737673,0.2243104105396105,0.2467703472301673,0.09392110782203866,0.1326839985679577,0.06928214002319628,0.1036524064474886,0.1494575516950581,0.122275966181821,0.08684448146605579,0.1613920517997591,0.07059223846961715,0.06624130874294001,0.1148220845005084,0.07040029063750797,0.2417600446840785,0.1986488422451,0.06631271740704441,0.1237199720531488,0.1145873022944977,0.1221577931897895,0.1586005622433294,0.1613919540102348,0.03791551731766505,0.06346007539470845,0.06346007539470845,8
0.07399396511375098,0.3039856351573891,0.1249959287738669,0.184746859921003,0.1469149442957864,0.09371306463810465,0.1506837812518545,0.1385115277998883,0.4033559265174427,0.1326319773685425,0.1278898944889193,0.06982172972272055,0.1005093010156125,0.2552969550977113,0.5201802370110878,0.4245417610847773,0.1387891628281412,0.1670011198932854,0.1076195123073458,0.1263423882596855,0.1417143186366184,0.09291623526673443,0.09607115442533684,0.124995928773867,0.1279739835595101,0.3787496035501526,0.4859899898755234,0.5141096558163856,0.1516520544325538,0.2069956771869909,0.2340546618060931,0.2703775296399393,0.1044169028791948,0.08964540742737159,0.09645866331279702,0.2689741365773574,0.2080332041099949,0.2740733324880499,0.2054484076472583,0.156526524936192,0.2140507055532328,0.2187972159531714,0.2936007439097252,0.2990030881678911,0.1691206754906255,0.1184639623713508,0.1044169028791948,0.4728033810246431,0.2322284201945647,0.2205697252374719,0.7458624210210936,0.2689797986252367,0.3663473528286041,0.1444161105346587,0.236046907463112,0.3816795247566874,0.1534855607049053,0.07930235564870126,0.05460653621184658,0.1810211253350441,0.1168625975199295,0.2322284201945647,0.2590625520141578,0.2512818068814777,0.4970606504525781,0.1825440278799862,0.17181277930185,0.1191005573200747,0.2187972159531713,0.04932947757108424,0.115821520484462,0.4363198062575915,0.313728577994479,0.2301903844200291,0.3580812409503649,0.1385115277998883,0.1010402806576192,0.07174113154461048,0.151261553124163,0.2548140511210521,0.2996361896468682,0.1024541453569839,0.06716091140170828,0.4464683557578883,0.07387969226561174,0.2479353151010699,0.3839393742122629,0.2298025702415101,0.1588869313158961,0.1387891628281412,0.1508107486123429,0.2936007439097245,0.2996362746205927,0.1138031329539301,0.09146235062968884,0.06517660784594798,9
0.06235603322367552,0.09645866331279712,0.03603924735297524,0.08024525143083916,0.07633436164514729,0.1158929345451983,0.07513008452478773,0.1283052219797658,0.1977614503675056,0.1295341961720103,0.09103848737909141,0.05860717273152991,0.02500656464087726,0.1179438313390714,0.1831266058456046,0.3819244031540093,0.1349083480087915,0.3735780463799268,0.1023102768346646,0.1158748759511959,0.1374918571783916,0.1203683735288448,0.1213642454424042,0.08167397154308492,0.0559500108008479,0.1394547597736032,0.2366373113878762,0.1892940292930768,0.07500226537454607,0.1541393570843438,0.09892163873473599,0.1266920095757411,0.0475069538096808,0.1161446399999997,0.06463960765130007,0.1248005240424667,0.1099032506395436,0.09373666702233421,0.2705258953691156,0.07904311329965372,0.1021612118298698,0.1610329341342955,0.2385183795218255,0.1383936550393277,0.05641723690961269,0.06279753863804818,0.06939796655175413,0.4338662763712907,0.06939796655175413,0.1283187226398415,0.4169049593259226,0.2277182595833489,0.4933690159651442,0.05002707837398667,0.1841460592405632,0.265752801656834,0.08610331524328536,0.02640849143850251,0.04298779821686699,0.1349083480087917,0.07752109614716235,0.1812106642219031,0.1221478002547892,0.208129966828319,0.2543009246182363,0.1909980987750895,0.1250651213667988,0.2754399875581354,0.116344666387162,0.03916851507555402,0.1534778655375587,0.3148148984592231,0.1581385789009494,0.1095519143015191,0.2432337550122772,0.1283052219797659,0.03916851507555404,0.06056262613511364,0.0755123677519665,0.1064279398026634,0.1372731199601856,0.03998304056538569,0.05691438743474951,0.1332181962986276,0.06236066577917053,0.1161446399999998,0.4422686525809184,0.1892940292930768,0.07973571679022444,0.06939796655175413,0.07512138515966604,0.1349083480087919,0.13727324735885,0.07500226537454613,0.08167397154308498,0.0553984828913109,10
